"","FD1","FD5","FD9","FD13","FD17","SD2","SD6","SD10","SD14","SD18","SD22","SD24","UP3","UP7","UP11","UP15","UP19","UP20","UP25","UP27","FW4","FW8","FW12","FW16","FW21","FW23","FW26"
"15751",2,4,3,4,4,3,1,2,1,2,4,3,5,4,5,5,3,5,4,5,4,3,1,4,3,4,2
"14901",5,1,1,3,5,5,1,1,5,3,5,3,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5
"21110",1,1,1,5,5,1,1,1,2,5,4,2,2,5,5,5,4,5,2,1,5,4,2,5,2,4,4
"2252",3,2,2,4,4,3,2,2,3,3,3,4,3,4,4,3,4,3,4,4,4,4,3,5,3,3,4
"2691",3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
"2756",2,2,2,2,4,3,2,3,3,4,4,1,3,5,4,5,4,5,3,4,2,4,2,3,3,1,1
"7762",1,2,1,1,2,5,2,2,4,1,4,2,2,3,3,1,2,2,1,2,5,5,3,5,4,5,4
"25091",3,3,3,4,4,3,3,3,4,3,3,4,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4
"1823",3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"4541",3,3,4,3,3,3,3,3,2,4,4,3,3,4,3,3,2,2,3,4,3,4,3,3,2,3,3
"2225",2,2,2,3,3,2,2,3,2,3,2,3,2,3,3,2,3,3,2,3,4,3,3,3,4,3,2
"29951",2,2,1,2,4,4,1,3,2,2,4,1,4,4,4,4,4,4,4,4,5,2,2,3,4,2,4
"30510",2,2,2,3,5,3,2,1,3,3,4,3,3,5,4,3,3,3,3,4,3,4,4,4,4,4,3
"2708",1,2,1,4,1,5,1,1,2,4,4,1,4,4,2,4,2,4,2,2,4,2,1,4,4,2,5
"27591",4,4,4,4,4,4,4,4,5,5,3,4,4,5,4,5,4,4,5,5,4,4,5,4,4,4,4
"3061",4,2,3,2,4,3,3,3,2,2,4,4,4,5,4,3,2,4,3,4,4,3,4,4,4,2,2
"2926",2,4,2,4,4,2,2,2,2,3,3,4,2,4,4,3,4,3,2,5,4,4,3,5,4,4,2
"1300",2,4,4,4,3,4,4,3,4,4,3,4,2,3,3,4,3,3,3,3,3,3,3,5,3,4,2
"2639",4,3,3,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,5,4,3,3
"3711",2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,2,3,3,3,3,5,3,3,3
"7101",1,1,1,1,3,1,2,1,3,3,1,1,4,5,5,4,5,3,5,5,3,3,4,5,5,4,5
"10722",3,2,3,4,3,3,2,3,4,1,4,3,3,4,4,4,3,3,2,2,3,3,3,3,3,3,2
"4472",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"12561",5,3,4,5,4,5,1,3,5,3,5,1,3,5,3,4,3,4,3,3,5,3,3,5,5,5,5
"23381",2,3,1,1,3,3,1,3,3,2,3,3,3,1,4,3,4,2,4,4,3,3,3,4,5,3,3
"3931",3,2,2,4,4,3,1,2,3,3,2,4,3,4,4,1,2,5,4,4,4,5,2,5,4,4,4
"2506",3,4,3,4,4,4,2,4,3,2,4,4,4,4,4,3,3,4,3,3,4,3,2,4,2,3,3
"9031",1,2,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3
"7532",1,2,2,3,4,3,1,2,2,3,3,2,3,4,4,4,3,3,3,4,3,3,4,5,3,3,3
"2343",3,4,4,4,4,4,3,4,4,4,3,3,4,3,3,4,3,3,4,3,4,3,4,3,3,3,3
"32351",2,3,4,4,3,4,2,3,4,3,5,5,4,2,2,2,3,4,4,3,2,4,1,4,3,2,3
"19241",1,1,2,3,5,2,2,2,1,1,2,1,2,4,3,4,2,3,3,4,4,2,4,5,2,5,3
"649",3,3,3,4,4,3,2,3,1,2,4,4,4,4,4,2,4,4,2,4,3,3,5,4,3,2,5
"19713",4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,4,4
"7152",2,2,2,2,4,4,2,2,2,2,4,4,2,4,4,4,4,2,4,4,4,3,4,4,2,3,4
"5683",3,2,2,2,2,2,1,1,2,3,3,4,3,3,2,4,2,2,2,2,4,2,3,5,3,3,1
"27531",3,2,3,5,4,3,3,2,4,2,4,3,3,4,4,4,3,3,3,5,5,3,3,3,3,2,4
"3542",3,3,3,3,4,3,2,3,3,2,4,3,4,5,4,3,4,4,4,4,4,3,3,5,4,4,4
"30310",3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,2,4,4,3,4
"2740",3,2,3,2,4,3,2,3,3,3,2,3,3,4,4,4,5,4,4,4,4,2,3,4,3,4,3
"6932",3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
"26971",5,3,4,4,4,4,3,4,4,3,4,5,3,4,4,3,3,4,3,4,3,3,4,4,4,4,4
"3704",1,2,1,1,5,3,2,1,5,2,4,1,5,3,5,3,5,2,2,5,5,4,4,5,5,5,4
"5221",3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,3,5,3,4,3
"11152",4,3,5,3,4,4,2,4,4,3,4,4,3,5,4,4,3,4,3,4,4,4,3,5,4,4,4
"1307",2,3,1,3,3,3,3,3,4,3,2,2,3,5,4,3,4,2,2,5,3,3,4,5,3,3,3
"9682",3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,5,3,3,3
"4042",3,3,3,3,3,3,3,3,3,4,3,2,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3
"22571",3,3,2,3,3,2,3,3,3,3,3,4,2,3,3,4,4,2,4,3,2,4,4,4,3,3,4
"2834",2,2,2,3,4,2,2,2,3,3,3,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,4
"3349",3,2,3,2,4,3,3,2,4,4,4,2,3,4,4,4,4,4,3,3,5,4,4,5,4,4,3
"16341",3,3,3,3,3,3,1,3,3,3,3,3,3,4,4,3,3,3,2,4,5,3,4,4,3,3,2
"19551",3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4
"19751",3,3,3,3,4,3,3,3,3,3,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,4,4
"2861",2,2,2,2,5,3,2,3,3,2,2,2,3,4,4,4,3,3,2,4,4,3,4,4,3,3,3
"26451",2,3,3,3,3,4,3,4,3,3,5,3,3,3,4,3,3,3,3,5,3,4,4,5,3,3,3
"5871",2,2,2,2,3,4,2,2,2,2,4,4,3,4,3,2,2,2,3,2,5,4,3,5,4,4,3
"3591",3,3,3,3,4,4,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4
"29101",2,3,2,4,2,3,1,2,4,4,5,4,5,3,5,3,3,4,4,5,4,4,3,5,4,4,3
"2917",4,2,2,3,5,4,5,4,4,4,4,4,3,5,4,2,4,4,5,2,5,5,4,5,4,5,3
"2545",4,2,3,3,4,4,2,2,2,2,4,4,4,4,4,3,3,4,4,4,4,3,4,5,2,3,4
"939",4,1,2,3,4,2,1,1,2,4,4,5,2,3,3,4,3,4,3,3,4,5,3,5,4,5,3
"1738",2,2,2,3,2,3,3,2,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,3
"7271",2,2,4,3,5,4,4,4,4,3,5,5,4,5,4,5,3,4,3,4,4,4,4,4,5,4,4
"12191",3,3,3,3,3,3,2,4,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,4,4,3,4
"6682",3,4,3,3,4,3,2,4,3,3,4,3,3,5,5,4,4,3,3,5,3,4,1,5,3,3,3
"12441",2,2,2,2,3,2,2,2,3,2,3,3,4,4,4,3,2,3,2,4,4,4,3,4,4,4,4
"23421",1,1,1,1,3,3,3,3,3,3,3,1,2,3,3,3,3,1,2,3,3,1,3,3,2,1,2
"27681",2,2,2,2,4,4,2,2,2,4,4,2,2,4,4,4,4,4,2,4,4,4,2,4,4,4,2
"6361",2,3,3,3,4,4,3,4,3,5,4,3,2,4,4,3,2,2,2,3,3,4,4,4,3,4,5
"614",2,2,3,4,4,4,2,4,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4
"8451",1,5,1,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,5,1,5,1
"3654",3,3,4,3,4,3,2,3,3,3,3,4,3,4,4,4,4,4,3,4,4,3,2,5,3,3,2
"22211",2,4,4,4,4,2,2,1,2,2,4,2,5,5,5,4,5,5,3,5,5,4,2,5,3,5,5
"10591",4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
"2438",2,3,3,3,3,4,2,3,3,4,4,3,3,4,4,3,3,3,3,4,3,3,4,4,3,3,3
"17251",3,3,3,3,4,3,3,3,3,2,4,2,3,3,3,3,3,3,3,3,4,3,3,2,3,3,4
"6261",3,3,3,3,3,3,2,3,3,2,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3
"3671",3,2,2,4,3,2,1,1,2,2,1,2,2,4,4,2,5,2,2,4,4,4,3,5,5,4,3
"25511",1,1,1,2,1,4,2,3,4,4,4,4,2,4,2,2,2,2,2,4,4,3,3,3,4,3,4
"11721",4,3,3,2,2,3,2,4,2,2,3,3,2,4,4,3,4,2,2,4,3,4,2,3,2,2,5
"6942",3,2,3,2,4,3,2,3,2,3,2,2,3,4,3,3,3,3,3,4,4,3,4,4,4,4,3
"3441",3,4,3,2,4,2,1,2,2,2,4,4,4,4,5,5,2,3,3,3,5,3,2,5,4,4,4
"5661",3,4,3,3,3,3,3,3,3,4,3,2,4,3,4,3,4,3,3,4,3,4,4,5,4,3,4
"17951",3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,5,4,3,5,4,4,5
"20501",2,4,3,4,4,4,1,4,3,3,5,4,2,5,5,4,4,4,4,4,3,5,1,5,2,5,2
"25151",5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"90",3,2,2,2,4,2,1,2,2,2,4,2,4,5,4,2,3,4,4,4,2,2,2,4,3,3,2
"2788",2,2,1,2,3,2,2,2,3,4,2,2,2,2,4,2,4,4,2,4,4,5,2,3,4,4,4
"2458",2,2,2,2,3,3,2,2,2,3,2,2,2,4,3,4,4,2,3,3,2,4,2,5,3,2,3
"5271",1,1,1,1,5,4,5,4,5,1,1,1,1,5,5,5,5,1,5,5,4,1,5,1,5,1,1
"2089",4,2,2,4,3,3,3,2,3,3,4,5,3,4,5,5,4,4,2,5,4,2,4,4,4,4,5
"6232",4,3,4,2,4,3,3,3,4,3,4,4,4,3,4,2,4,4,4,3,4,2,2,5,4,5,5
"8853",1,3,1,4,2,2,2,1,3,3,1,2,4,5,4,4,4,4,4,5,5,4,2,5,5,4,3
"3269",2,3,3,2,4,2,2,3,3,2,4,4,2,4,4,4,4,3,3,2,4,3,2,4,4,2,2
"10241",1,3,1,2,3,3,2,3,3,2,3,3,2,4,3,3,4,3,3,4,5,5,3,5,3,5,3
"10901",1,2,1,2,4,3,2,3,4,4,3,4,2,4,3,4,2,4,2,4,3,5,2,4,3,4,3
"8311",4,2,3,2,4,3,3,2,3,3,3,2,3,3,3,4,3,3,3,4,4,4,4,4,4,4,2
"4372",3,3,3,3,3,3,2,3,3,3,2,3,4,4,2,3,3,3,3,3,4,4,3,3,3,3,3
"5791",4,2,4,2,5,2,4,4,4,4,4,4,1,4,3,4,3,4,1,3,4,5,5,5,2,5,4
"20731",3,3,3,4,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,4,3,4,5,3,4,4
"6051",4,4,4,3,3,3,2,3,3,2,4,3,3,4,4,4,4,3,3,4,4,5,2,5,3,3,2
"27211",3,2,2,4,4,2,3,2,3,3,4,4,4,4,5,4,3,4,3,5,4,3,4,5,4,4,3
"3309",2,2,1,2,3,4,2,2,3,3,3,3,4,3,4,4,2,3,4,2,4,3,3,2,4,3,2
"3188",3,2,5,4,3,3,2,2,2,3,3,2,3,5,5,4,5,5,4,5,5,3,2,5,4,2,4
"2684",4,4,4,3,4,5,2,3,4,4,4,3,4,4,4,4,3,3,3,4,4,4,3,5,4,4,3
"31811",4,2,3,2,4,3,2,2,4,2,4,3,4,4,5,4,3,4,3,5,4,4,3,4,4,4,4
"20461",3,2,3,2,4,4,2,2,2,3,4,2,2,5,4,4,4,3,3,4,4,4,2,5,4,4,4
"2745",3,3,3,3,4,3,3,2,4,3,4,3,3,4,5,4,4,3,3,4,3,4,4,4,4,3,4
"1653",1,4,1,4,5,3,3,1,2,2,4,2,5,5,5,4,5,4,4,4,5,4,3,5,4,4,3
"12232",3,1,1,2,3,1,3,1,3,3,4,3,4,5,5,3,5,3,4,5,3,3,1,5,1,5,3
"3366",1,2,1,4,4,4,2,1,2,3,2,1,3,5,4,4,3,4,4,5,5,4,4,3,4,4,2
"3715",3,3,3,4,3,4,1,3,3,1,4,4,4,4,3,3,2,4,4,4,3,3,2,3,3,2,2
"1569",2,4,3,4,4,4,2,3,2,4,2,3,4,4,4,3,4,4,4,4,4,4,2,5,4,4,2
"32101",2,4,1,4,4,4,1,4,4,3,4,4,4,5,5,5,4,3,3,5,3,2,3,3,4,4,5
"8492",3,3,3,2,3,4,3,3,4,3,4,3,4,4,4,4,3,4,4,4,5,4,4,4,4,4,3
"2006",2,3,2,2,3,3,2,2,3,2,4,3,4,3,3,4,4,3,4,3,3,3,2,5,4,3,3
"4001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
"24701",3,4,3,4,4,3,2,3,3,3,4,4,2,4,4,3,2,5,3,4,3,2,2,4,3,3,3
"15251",3,2,4,2,2,2,3,2,1,2,4,4,2,4,5,4,4,2,2,5,5,4,4,5,4,4,4
"20261",3,3,3,2,3,3,3,2,3,2,4,4,3,4,4,4,3,3,3,2,4,1,2,3,4,3,2
"14631",4,3,3,4,4,2,3,2,3,2,4,4,4,5,4,2,4,3,3,5,3,4,3,4,3,3,3
"8832",4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
"5901",1,5,1,2,4,3,3,1,2,4,3,2,4,5,3,4,4,3,4,5,4,4,2,3,4,3,4
"10792",3,3,3,3,3,3,3,3,2,3,2,4,5,4,3,3,4,3,3,3,4,3,4,2,3,3,3
"2761",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
"2543",1,4,2,3,4,3,2,2,2,2,4,1,4,4,5,5,4,4,4,4,3,4,3,4,4,2,4
"2954",2,2,3,2,3,4,3,4,4,4,4,4,3,3,3,3,2,4,3,3,4,4,3,4,4,4,4
"2001",3,2,2,3,4,4,2,2,3,3,3,3,3,4,4,3,4,4,4,4,3,4,3,5,4,3,3
"2074",2,3,2,3,3,3,1,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,5,3,2,4
"8131",3,2,2,4,4,3,3,2,4,4,3,2,3,3,4,4,4,4,3,3,4,3,2,3,3,4,4
"3115",4,4,4,2,4,4,2,4,4,2,4,3,4,4,4,4,4,3,4,4,4,4,4,2,4,2,2
"28831",2,1,1,4,3,1,1,1,3,1,3,1,3,4,3,3,3,3,3,3,3,1,3,5,4,3,2
"11202",3,3,2,4,4,3,1,2,2,1,1,3,2,5,5,4,5,4,4,5,2,3,3,5,2,1,3
"3772",3,2,4,3,4,3,4,3,4,4,4,2,3,2,3,2,4,4,3,4,2,4,3,4,2,4,4
"7022",2,1,1,1,1,2,3,1,5,1,4,2,4,4,2,2,4,1,1,1,5,5,5,5,5,4,4
"30791",3,3,2,3,5,3,2,3,3,4,3,3,4,5,5,4,4,5,5,5,4,4,3,5,4,4,4
"98",3,3,3,3,4,4,2,3,3,3,4,4,5,3,3,3,3,4,3,3,2,4,2,5,3,3,4
"12271",4,3,4,5,3,3,4,4,3,3,4,4,3,3,3,4,4,5,4,4,3,4,4,3,4,5,5
"964",3,2,1,1,4,2,2,2,2,3,4,4,2,2,2,5,1,4,2,3,4,4,4,4,4,4,4
"3487",2,2,1,1,4,4,1,3,4,3,4,4,2,4,4,3,2,2,2,4,3,3,3,4,2,2,2
"21951",2,1,1,2,3,2,2,1,3,2,2,1,4,4,4,4,4,3,3,5,4,5,3,4,2,4,3
"16611",4,2,2,3,4,2,2,4,3,2,4,3,2,3,4,3,3,4,3,4,3,3,2,3,4,3,3
"7371",4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
"4481",3,2,3,2,4,4,2,2,2,4,4,4,4,4,4,2,2,4,4,4,4,4,3,5,4,4,2
"17141",4,2,2,3,3,4,2,3,4,4,4,3,3,3,3,3,3,4,3,3,4,4,3,4,4,4,3
"2716",5,5,5,5,5,5,1,5,5,5,5,3,2,5,5,4,4,4,1,5,5,5,3,5,5,5,2
"31771",2,2,2,2,4,2,4,2,2,2,3,1,3,2,3,4,2,4,2,2,4,4,2,4,2,5,2
"3021",2,1,2,2,2,2,3,2,4,3,4,2,2,3,4,2,4,2,3,4,4,4,4,4,4,4,3
"3518",3,3,2,2,2,3,3,2,2,4,2,3,4,2,2,3,2,3,3,2,3,2,3,2,4,3,4
"3649",1,2,1,2,2,1,1,1,2,1,1,1,4,4,4,4,4,2,3,5,3,4,3,4,4,3,2
"6321",3,2,3,3,4,3,2,3,3,3,4,3,4,4,4,3,4,4,3,4,5,4,3,5,4,4,4
"5201",2,1,1,2,3,3,2,1,2,3,3,2,3,4,4,3,3,3,3,4,2,4,3,4,4,3,3
"3018",1,2,1,4,4,4,4,2,4,5,4,3,2,5,4,4,4,4,5,4,3,4,4,3,3,3,4
"7491",2,3,2,3,4,3,2,2,4,3,4,3,4,4,4,3,4,3,4,4,5,4,4,5,4,4,4
"2975",1,3,2,2,4,4,1,2,5,5,1,5,2,2,4,3,3,2,2,4,5,5,2,5,5,5,4
"1654",3,2,2,2,3,3,3,2,2,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,3,3,2
"13341",4,3,3,4,4,4,3,2,3,2,4,4,4,4,4,4,3,4,4,4,4,4,3,5,4,4,4
"3134",2,2,2,2,3,3,2,2,2,3,3,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,3
"12402",5,2,5,5,5,5,5,2,5,2,5,5,2,5,5,3,5,5,5,5,2,5,5,5,5,3,5
"31110",3,2,3,4,3,3,2,3,3,2,3,3,4,4,4,4,3,3,2,5,5,4,3,5,3,2,3
"2718",2,2,2,2,2,2,4,2,4,4,2,2,4,4,4,2,2,2,4,4,4,2,4,4,5,4,4
"87",2,2,1,2,3,2,1,2,3,2,3,2,3,4,2,3,2,3,2,3,5,4,2,5,4,4,3
"2840",2,2,2,3,3,3,2,2,3,2,4,3,3,4,4,3,3,3,2,5,4,4,2,5,4,3,2
"1268",3,2,2,2,4,3,2,2,3,3,4,3,3,3,4,4,3,3,2,4,4,3,3,5,3,3,4
"2025",3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3
"3716",2,4,2,2,4,3,1,2,4,4,4,4,2,5,5,4,4,2,3,4,5,4,2,4,4,4,2
"1946",1,1,1,3,1,1,1,1,2,3,2,1,4,5,5,4,5,4,5,5,5,4,3,5,5,4,4
"578",3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3
"1459",4,3,5,1,5,2,3,4,3,4,4,2,4,5,4,4,5,5,5,3,3,3,4,5,3,5,1
"25001",1,1,1,1,1,1,1,1,1,1,5,3,1,5,3,5,5,1,1,2,5,5,1,1,2,1,5
"1782",3,3,4,5,2,3,1,3,3,4,3,4,3,4,4,4,2,4,4,4,4,4,3,3,3,4,3
"32031",2,2,2,2,4,3,2,2,2,2,4,3,3,4,4,2,2,3,4,4,2,3,3,4,4,3,2
"10521",2,3,3,3,4,3,2,2,3,3,4,3,3,4,4,4,4,3,3,4,4,3,2,4,3,3,2
"2758",3,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,5,4,4,2,4,4,4,4
"12251",4,4,4,3,5,4,3,4,4,3,4,4,4,2,3,4,4,4,4,4,4,4,4,4,3,4,4
"7482",3,2,3,2,4,3,2,2,3,2,4,2,3,4,5,4,4,3,3,4,3,3,3,4,2,3,2
"20791",2,2,2,3,3,3,1,3,3,4,3,3,4,5,5,5,4,4,3,5,5,4,4,5,4,4,5
"3951",3,3,2,3,4,2,2,2,2,4,3,2,4,4,4,4,4,3,4,4,3,3,3,5,3,4,3
"3533",2,2,2,2,5,4,5,4,5,4,5,5,4,2,2,5,2,4,4,2,5,5,2,5,4,5,2
"27341",3,3,2,2,4,3,2,3,3,3,4,4,4,3,4,3,3,3,4,3,4,2,3,5,4,3,4
"3371",2,2,2,2,2,4,2,4,2,2,4,4,2,4,4,2,4,4,2,4,5,5,2,5,4,5,4
"1878",2,2,2,4,4,2,2,2,1,2,2,2,3,4,4,4,4,4,4,5,4,2,3,4,4,2,2
"1029",4,4,4,4,4,2,2,4,2,1,5,5,5,5,4,2,5,4,5,5,4,4,2,5,4,4,5
"4402",3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,5,3
"8002",5,5,5,3,3,3,1,2,2,1,1,1,2,5,5,2,3,3,2,4,5,4,3,5,3,4,3
"11341",1,3,2,4,4,3,1,1,2,4,4,3,2,3,2,2,2,3,2,2,4,4,3,5,3,4,4
"5722",2,2,2,2,2,3,4,3,2,2,4,2,4,5,4,3,4,4,3,5,4,2,2,5,3,2,5
"2094",4,2,2,3,4,4,4,3,5,2,5,2,3,5,4,3,5,3,3,5,5,3,3,5,4,4,5
"6963",2,2,1,3,4,3,2,2,3,3,3,2,4,4,4,4,3,3,4,4,4,3,3,5,3,3,2
"9692",1,3,2,3,3,2,2,3,3,1,4,3,3,4,3,4,4,3,3,4,3,3,1,4,3,3,3
"31981",3,2,3,2,4,4,1,3,4,3,3,3,5,3,2,5,2,3,3,4,1,3,3,3,1,2,3
"6032",2,2,2,3,2,2,2,2,3,3,4,3,4,2,2,3,3,4,4,2,4,2,2,4,4,2,4
"2866",3,2,2,2,3,3,3,2,2,2,4,4,2,4,4,4,3,4,3,4,4,4,2,5,3,2,1
"6351",1,2,1,1,3,3,1,2,3,1,3,1,5,5,5,5,4,4,2,5,4,5,3,5,4,3,1
"1854",4,3,4,2,3,1,1,4,4,2,4,2,3,5,4,4,3,4,4,3,4,5,4,5,4,3,4
"25191",3,1,4,4,5,1,1,2,2,5,3,5,5,5,4,5,4,4,5,5,4,4,3,4,5,3,5
"3550",3,2,3,3,3,2,3,3,4,3,4,3,4,3,4,3,3,3,4,3,3,3,3,4,3,3,3
"2919",2,1,1,2,4,2,2,1,3,1,1,3,2,5,5,3,4,4,1,5,5,4,5,4,3,4,2
"2147",3,4,4,3,2,4,1,3,3,4,2,3,2,4,4,4,4,3,2,4,4,4,3,5,4,5,3
"952",3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
"31751",1,1,1,3,2,3,1,2,3,3,3,2,3,4,4,4,3,4,4,4,4,4,2,4,4,4,3
"26221",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4
"2896",2,2,2,2,4,4,2,3,4,2,3,3,5,5,5,4,4,4,4,5,4,4,4,5,3,4,4
"2459",5,4,5,4,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,5,3,5,5,5,4
"2578",3,2,2,2,3,3,3,3,2,4,3,2,2,5,4,3,4,3,2,5,4,4,4,5,2,3,4
"8692",3,3,1,4,3,3,2,3,4,4,4,1,2,4,4,3,5,4,2,4,4,3,2,4,3,3,2
"2032",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3
"15111",2,1,1,2,4,4,2,2,3,3,3,3,3,2,2,3,3,2,2,2,5,4,5,4,4,4,4
"2373",3,3,3,4,4,3,2,2,3,2,4,4,4,4,4,3,4,4,4,4,2,3,2,3,4,3,3
"8081",3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,5,3,5,3,3,3
"3298",3,2,3,2,4,3,2,2,3,3,4,4,5,5,5,4,5,2,4,5,5,4,4,5,4,4,4
"3643",2,2,1,2,2,2,3,1,4,2,4,3,4,5,4,3,5,4,1,5,4,4,3,5,5,4,3
"2140",3,3,3,4,3,3,2,3,2,3,4,4,3,3,3,3,4,3,3,4,3,4,1,4,3,3,3
"2442",3,2,3,4,3,3,1,3,4,3,4,4,2,4,4,5,3,3,3,4,4,2,1,5,3,2,2
"4931",4,4,2,3,4,4,2,2,4,4,3,3,2,5,2,3,2,2,2,4,4,3,1,3,2,4,2
"20931",3,3,2,4,2,3,2,3,3,3,3,3,3,4,2,3,3,2,3,2,3,3,4,3,3,4,3
"17491",3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
"7431",3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,4,4,4,3,4,3,3,3
"2934",3,3,4,2,4,4,4,3,4,3,4,5,4,3,4,4,3,4,3,4,4,4,4,4,3,4,4
"1513",3,2,3,2,5,4,3,3,4,4,2,4,3,4,3,4,2,2,4,2,3,4,4,3,3,4,3
"1341",3,3,2,2,3,3,3,2,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
"23961",4,3,4,3,4,3,3,2,3,3,3,2,3,4,4,3,3,4,3,3,3,3,3,4,3,3,2
"1933",2,2,4,2,4,2,2,3,3,2,3,4,2,3,4,3,2,3,2,2,3,4,2,3,2,4,4
"24510",4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4
"3725",2,2,1,2,4,2,2,1,3,2,4,2,4,5,5,4,5,4,4,5,5,5,5,5,4,5,4
"7642",3,3,3,4,4,4,3,3,4,3,4,4,3,4,4,3,4,3,2,4,4,4,3,5,3,3,4
"1461",4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,1,5,4,4,3
"7281",2,2,2,4,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4
"10151",2,2,2,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,4,3,4,4,3
"1892",3,3,3,3,4,3,3,3,4,3,4,4,3,5,4,3,4,4,3,4,4,4,3,4,4,4,4
"2465",3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3
"752",4,3,3,3,3,4,3,1,3,3,3,3,2,3,4,3,3,3,4,4,3,3,3,5,2,3,3
"3359",4,3,4,2,4,3,3,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,3,4,4
"3667",2,2,2,1,4,3,2,3,4,2,4,5,2,4,5,3,3,2,3,5,5,3,1,4,4,3,2
"3044",1,3,4,3,4,4,3,4,4,3,4,4,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3
"9321",3,2,2,3,2,3,2,2,3,3,4,2,4,5,5,4,5,4,5,5,4,4,4,5,4,4,4
"1848",3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3
"19491",3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
